Title,Company,Location,Experience,Posted,Skills,URL,Hiring_Status,Salary,Scraped_At,Description,department,industry,education,recruiter_details,job_tags,job_type,Details_Scraped_At
Software Engineer Fresher,Karnataka Information Solution,"Bangalore, Chennai+1",0 to 4 Years,posted1 week ago,"css, javascript, html, web designing, jquery, asp.net, hibernate, python, java,, css, javascript, html, web designing, jquery, asp.net, hibernate, python, java, ",https://www.shine.com/jobs/software-engineer-fresher/karnataka-information-solution/17280702,,,2025-06-25 11:44:45,"Job Description:We are hiring for Freshers Java, .Net, Android, Web DeveloperQualification : B.Tech / B.E / M.C.AExperience : 0 - 4 YearsSkills : Fresher, Java, Android, IOS Developer Javascript, Jquery, CSS, HTML, PHPSalary : Rs.5lakhs per Annumto 9LPACandidate Profile :Candidate should have:1. Strong programming skills2. Excellent problem-solving skills3. Excellent communication skills4. Good to have knowledge in Javascript/Jquery/CSS/HTML/PHP etc.Contact :Mr Vasanthhidden_mobile",Web / Mobile TechnologiesApplication Programming / Maintenance,IT Services & Consulting,Graduation,Karnataka Information Solution,java,Full time,2025-06-25 11:44:47
Data Scientist,CLIN BIOSCIENCES,"Bangalore,Delhi,Hyderabad,Mumbai City,Pune",0 to 2 Years,posted6 days ago,"data science, sql, python, artificial intelligence,, data science, sql, python, artificial intelligence, ",https://www.shine.com/jobs/data-scientist/clin-biosciences/17325301,,,2025-06-25 11:44:47,"Roles and Responsibilities:Data Collection and Management:Identifying and accessing relevant data sources, ensuring data quality, and managing data storage.Data Analysis and Exploration:Analyzing large datasets to discover trends, patterns, and insights using statistical methods and data visualization techniques.Model Building and Deployment:Developing and implementing machine learning models and algorithms to predict future trends, classify data, and solve specific business problems.Communication and Collaboration:Effectively communicating findings and recommendations to both technical and non-technical audiences, collaborating with various teams to integrate data insights into business strategies.Problem Solving:Applying data-driven solutions to address business challenges, optimizing processes, and improving decision-making.Interested to apply can share CV or call/whatsapp tohidden_mobile",Embedded / System SoftwareGeneral / Other Software,IT - Hardware / Networking,Graduation,CLIN BIOSCIENCES,"data science, python, artificial intelligence",Full time,2025-06-25 11:44:50
"Software Engineer, AI Powered Data, Core",Google,Karnataka,1 to 5 Years,posted2 weeks ago,"Software Engineering, Machine Learning,AI Platform, Software Engineering, Machine Learning, AI Platform",https://www.shine.com/jobs/software-engineer-ai-powered-data-core/google/17254318,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:44:50,"Minimum qualifications:
 Bachelors degree or equivalent practical experience.
 2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
 2 years of experience with data structures or algorithms.
 1 year of experience with one or more of the following: Speech/audio (e.g., technology duplicating and responding to the human voice), reinforcement learning (e.g., sequential decision making), ML infrastructure, or specialization in another ML field.
 1 year of experience with ML infrastructure (e.g., model deployment, model evaluation, data processing, debugging).
 Experience with C++, Software Engineering, Machine Learning, or AI Platform.

Preferred qualifications:
 Master's degree or PhD in Computer Science or related technical fields.
 Experience developing accessible technologies.
 Experience with Generative AI or Generative AI Agent.

About The Job

Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Googles needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

The Core team builds the technical foundation behind Googles flagship products. We are owners and advocates for the underlying design elements, developer platforms, product components, and infrastructure at Google. These are the essential building blocks for excellent, safe, and coherent experiences for our users and drive the pace of innovation for every developer. We look across Googles products to build central solutions, break down technical barriers and strengthen existing systems. As the Core team, we have a mandate and a unique opportunity to impact important technical decisions across the company.

Responsibilities
 Write product or system development code.
 Collaborate with peers and stakeholders through design and code reviews to ensure best practices amongst available technologies (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
 Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
 Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.
 Implement solutions in one or more specialized ML areas, utilize ML infrastructure, and contribute to model optimization and data processing.
,",,IT Services & Consulting,,Google,machine learning,Full time,2025-06-25 11:44:51
"Software Engineer, PhD, Early Career, Campus, 2025 Start",Google,"Maharashtra, Pune",0 to 4 Years,posted0 days ago,"C, Java, Python, multithreading, synchronization, performance analysis, reliability analysis, debugging, algorithms, architecture, artificial intelligence, compilers, database, data mining, machine learning, networking, systems, microcontrollers, SoC, device drivers, hardware, power management, performance optimization, file systems, firmware, x86 assembly,architecting distributed systems, developing distributed systems, concurrency, systems data analysis, visualization tools, code health, system health, diagnosis , resolution, software test engineering, UnixLinux, Kernel development, ARM processors, bootloading, system BIOS, hardwaresoftware integration, C, Java, Python, multithreading, synchronization, performance analysis, reliability analysis, debugging, algorithms, architecture, artificial intelligence, compilers, database, data mining, machine learning, networking, systems, microcontrollers, SoC, device drivers, hardware, power management, performance optimization, file systems, firmware, x86 assembly, architecting distributed systems, developing distributed systems, concurrency, systems data analysis, visualization tools, code health, system health, diagnosis, resolution, software test engineering, UnixLinux, Kernel development, ARM processors, bootloading, system BIOS, hardwaresoftware integration",https://www.shine.com/jobs/software-engineer-phd-early-career-campus-start/google/17353500,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:44:51,"Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Bengaluru, Karnataka, India; Hyderabad, Telangana, India; Pune, Maharashtra, India.
Minimum qualifications:
 PhD degree in Computer Science, a related technical field, or equivalent practical experience.
 Experience coding in one of the following programming languages including but not limited to: C, C++, Java, or Python.
 Experience in one or more of the following: architecting or developing distributed systems, concurrency, multi-threading, or synchronization.

Preferred qualifications:
 Experience with performance, reliability, systems data analysis, visualization tools, or debugging.
 Experience in code and system health, diagnosis and resolution, and software test engineering.
 Research experience in algorithms, architecture, artificial intelligence, compilers, database, data mining, distributed systems, machine learning, networking, or systems.
 Experience with performance, reliability, systems data analysis, visualization tools, architecture, compilers, database, data mining, networking or systems.
 Experience with Unix/Linux, Kernel development, microcontrollers, SoC, device drivers, hardware, power management, ARM processors, performance optimization, file systems, bootloading, firmware, x86 assembly, system BIOS, or hardware/software integration.

About the job

Google Cloud's software engineers build the next-generation technologies that transform how billions of users connect, explore, and interact with information and each other. We're looking for engineers who bring fresh ideas across areas like information retrieval, distributed computing, large-scale system design, networking, data storage, security, AI, and natural language processingthe list keeps growing.

As a Software Engineer, youll work on projects critical to Google Clouds evolving needs, with the flexibility to move between teams and initiatives as both you and our business grow. You'll be empowered to think like an owner, proactively identifying customer needs, taking action, and driving innovation. We value engineers who are versatile, display leadership, and eagerly handle challenges across the full stack.

Within Google Cloud, the Machine Learning, Systems, and Cloud AI (MSCA) organization creates category-defining AI/ML capabilities built on Googles frameworks, infrastructure, and services. We design and manage the software, hardware, and ML systems infrastructure that power Google services like Search and YouTube, and Google Cloud products.

As a PhD Software Engineer in MSCA, your research expertise will help solve real-world problems at a massive scale. You'll collaborate on innovative projects in areas such as AI, ML, and distributed systems, contributing to products used by billions. With thousands of PhDs across Google, your academic background will be part of a strong community of researchers and engineers shaping the future of technology.

We prioritize security, efficiency, and reliability in everything we do, from developing TPUs to operating one of the worlds largest networks, while shaping the future of hyperscale computing.

Google Cloud accelerates every organizations ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Googles cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.

Responsibilities
 Write product or system development code. Participate in, or lead design reviews with peers and stakeholders to decide on available technologies.
 Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
 Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
 Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality. Lead and collaborate on team projects to carry out design, analysis, and development across the stack using your research expertise.
 Study, diagnose and resolve complex technical modeling and systems issues by analyzing the sources of the issues and the impact on quality.
,",,IT Services & Consulting,,Google,"machine learning, distributed systems, multithreading, python, artificial intelligence",Full time,2025-06-25 11:44:53
Software Engineer - AI,Data Unveil,"Hyderabad, Telangana",0 to 3 Years,posted5 days ago,"deep learning, neural networks, Python, NumPy, SQL, analytical skills,Pandas, PyTorch, TensorFlow, Hugging Face Transformers, problemsolving skills, deep learning, neural networks, Python, NumPy, SQL, analytical skills, Pandas, PyTorch, TensorFlow, Hugging Face Transformers, problemsolving skills",https://www.shine.com/jobs/software-engineer-ai/data-unveil/17329107,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:44:53,"JOB DESCRIPTION:

About us: At Data Unveil, we believe in delivering the best for our clients (Pharma Companies). We use the latest technology and tools to aggregate and analyze specialty healthcare data received from various data partners. We provide clear and hassle-free business insights to enhance the clients vision and drive business success.

Position: Software Engineer-AI/Jr.AI Engineer/AI-Intern

Experience: 0 - 1 Year

Location: Hyderabad, Telangana.

Hire Type: Full Time

Start Date: Immediate

We are looking for a motivated and curious AI enthusiast with 01 year of experience to join our team. The resource will support the development, testing, and integration of Generative AI and Agentic AI models.

Key Responsibilities:
 Assist in building and fine-tuning Generative AI models (e.g., LLMs, image/video generation, text summarization).
 Contribute to the development and testing of Agentic AI systems that can perform autonomous tasks.
 Conduct research and stay updated on the latest AI advancements and tools.
 Support data collection, cleaning, preprocessing, and annotation processes.
 Collaborate with senior engineers to implement and integrate AI models into products.
 Help evaluate model performance using relevant metrics and suggest improvements.
 Write clear documentation for code, models, and processes.

Required Skills:
 Basic understanding of machine learning, deep learning, and neural networks.
 Exposure to Generative AI concepts like transformers, GPT, VAEs, GANs, etc.
 Familiarity with Python, and libraries like NumPy, Pandas ,PyTorch, TensorFlow, Hugging Face Transformers.
 Strong knowledge in writing complex SQL queries.
 Strong analytical and problem-solving skills.
 Ability to learn quickly and work in a collaborative team environment.

Preferred:
 Academic or personal projects using LLMs or generative models.
 Understanding of agent-based systems or tools like Lang Chain, AutoGPT, etc.
 Familiarity with prompt engineering and fine-tuning techniques.

To know more about us, please visit our website Data Unveil - Main Page,",,Medical / Healthcare,,Data Unveil,python,Full time,2025-06-25 11:44:56
"Software Engineer III, AI/ML, Corporate Engineering",Google,"Hyderabad, Telangana",1 to 5 Years,posted1 week ago,"programming languages, data structures, algorithms, reinforcement learning, distributed computing, networking, security, artificial intelligence, natural language processing, UI design, mobile development,Speechaudio technology, Machine Learning infrastructure, ML field specialization, ML infrastructure, largescale system design, data storage, Machine Learning areas, programming languages, data structures, algorithms, reinforcement learning, distributed computing, networking, security, artificial intelligence, natural language processing, UI design, mobile development, Speechaudio technology, Machine Learning infrastructure, ML field specialization, ML infrastructure, largescale system design, data storage, Machine Learning areas",https://www.shine.com/jobs/software-engineer-iii-ai-ml-corporate-engineering/google/17309727,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:44:56,"Minimum qualifications:
 Bachelors degree or equivalent practical experience.
 2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
 2 years of experience with data structures or algorithms.
 1 year of experience with one or more of the following: Speech/audio (e.g., technology duplicating and responding to the human voice), reinforcement learning (e.g., sequential decision making), Machine Learning (ML) infrastructure, or specialization in another ML field.
 1 year of experience with ML infrastructure (e.g., model deployment, model evaluation, data processing, debugging).

Preferred qualifications:
 Master's degree or PhD in Computer Science or related technical fields.
 Experience developing accessible technologies.

About The Job

Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Googles needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

At Corp Eng, we build world-leading business solutions that scale a more helpful Google for everyone. As Googles IT organization, we provide end-to-end solutions for organizations across Google. We deliver the right tools, platforms, and experiences for all Googlers as they create more helpful products and services for everyone. In the simplest terms, we are Google for Googlers.

Responsibilities
 Write product or system development code.
 Collaborate with peers and stakeholders through design and code reviews to ensure best practices amongst available technologies (e.g., style guidelines, checking code in, accuracy, testability, and efficiency,).
 Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
 Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.
 Implement solutions in one or more specialized Machine Learning (ML) areas, utilize ML infrastructure, and contribute to model and data processing.
,",,IT Services & Consulting,,Google,"machine learning, system design, natural language processing, data structures, artificial intelligence",Full time,2025-06-25 11:44:58
Software Engineer (Graduate Trainee for Software Development),Goodmaysys Softwares Technologies Pvt Ltd,"Lucknow, Uttar Pradesh",0 to 4 Years,posted2 weeks ago,"CoWorking, Mentoring, Personality Development, Training, Tools,SkillsDevelopment, Advanced Technology, CoWorking, Mentoring, Personality Development, Training, Tools, SkillsDevelopment, Advanced Technology",https://www.shine.com/jobs/software-engineer-graduate-trainee-for-software-development/goodmaysys-softwares-technologies-pvt-ltd/17243887,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:44:58,"Job Summary
Goodmaysys Software Technologies Pvt Ltd since 2008 is providing solutions and services spanning major industries. As a trusted partner with wide-ranging service capabilities, it helps clients transform and succeed in challenging circumstances.

The Job Training program of Goodmaysys is a specialised programme designed to give entry-level graduate engineers, a much needed advanced learning with real-world practical experience they need, to become future leaders in software development.
This cross-enterprise On Job Training program we recruit students from chosen channels, to engage with our Senior technical leaders. Our goal is to help developers stay curious, boost their learning and grow their career so they can make a difference at Goodmaysys and for the world.

Benefit to Trainees from our On Job Training
Develop and refine skills
Co-Working
Skills-Development
Mentoring
Transition into a job
Personality Development
Training from expert trainers and developers
Opportunity to work on latest advance technology
Knowledge of advanced technology and Tools

Get assigned to a new development or implementation project after training
This is an opportunity that will provide an excellent career growth, real-world experience and opportunity to work with overseas clients on great projects. It includes the opportunity for real-world experience and a personal reference, as well as unmatched insight into future job possibilities by contacts made in the international business world.

All cost of training and resources will be borne by the company.
Training period: 12 months.

After successful completion of training and certifications the candidate may be recommended for higher role in Software Engineering or Development stream.

Job Types: Full-time, Internship, Contractual / Temporary, Volunteer


Schedule:
 Day shift

Ability to commute/relocate:
 Lucknow, Uttar Pradesh: Reliably commute or planning to relocate before starting work (Required)

Education:
 Bachelor's (Preferred)

Work Location: In person,",,IT Services & Consulting,,Goodmaysys Softwares Technologies Pvt Ltd,,Full time,2025-06-25 11:45:00
"Software Engineer, Google Photos",Google,Karnataka,1 to 5 Years,posted1 week ago,"programming languages, data structures, algorithms, performance analysis, large scale systems, data analysis, debugging, information retrieval, distributed computing, system design, networking, security, artificial intelligence, natural language processing, UI design, mobile development,visualization tools, accessible technologies, code proficiency, system health diagnosis, software test engineering, data storage, programming languages, data structures, algorithms, performance analysis, large scale systems, data analysis, debugging, information retrieval, distributed computing, system design, networking, security, artificial intelligence, natural language processing, UI design, mobile development, visualization tools, accessible technologies, code proficiency, system health diagnosis, software test engineering, data storage",https://www.shine.com/jobs/software-engineer-google-photos/google/17286210,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:45:00,"Minimum qualifications:
 Bachelor's degree or equivalent practical experience.
 2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree in an industry setting.
 2 years of experience with data structures or algorithms in either anacademic or industry setting.

Preferred qualifications:
 Master's degree or PhD in Computer Science or related technical fields.
 2 years of experience with performance, large scale systems data analysis, visualization tools, or debugging.
 Experience developing accessible technologies.
 Proficiency in code and system health, diagnosis and resolution, and software test engineering.

About the job

Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Googles needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

Google Photoss mission is to be a home for all your photos and videos, organized and brought to life, so that you can share and save what matters. As a Software Engineer, you will help our users by developing innovative search experiences powered by AI, across our massive scale backend infrastructure.

Google Photos is a photo sharing and storage service developed by Google. Photos is one of the most sought after products at Google and is looking for both client-side (web and mobile), with server-side (search, storage, serving) and machine intelligence (learning, computer vision) Software Engineers. We are dedicated to making Google experiences centered around the user.

Responsibilities
 Write product or system development code.
 Participate in, or lead design reviews with peers and stakeholders to decide amongst available technologies.
 Review code developed by other developers and provide feedback to ensure best practices (e.g., style guidelines, checking code in, accuracy, testability, and efficiency).
 Contribute to existing documentation or educational content and adapt content based on product/program updates and user feedback.
 Triage product or system issues and debug/track/resolve by analyzing the sources of issues and the impact on hardware, network, or service operations and quality.
,",,IT Services & Consulting,,Google,"natural language processing, algorithms, data structures, artificial intelligence, debugging",Full time,2025-06-25 11:45:02
Robotics Software Engineer  Advanced Robotics,Addverb Technologies,"Noida, Uttar Pradesh",0 to 4 Years,posted1 day ago,"Python, Robotics, Algorithms, Perception, Localization, Mapping, Navigation, Machine Learning,, Python, Robotics, Algorithms, Perception, Localization, Mapping, Navigation, Machine Learning, ",https://www.shine.com/jobs/robotics-software-engineer-advanced-robotics/addverb-technologies/17346090,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:45:02,"As a Robotics Software Engineer, you will play a crucial role in developing advanced software solutions for our robotic systems. Join us in revolutionizing the way warehouses operate by automating material handling systems! Be a part of a multidisciplinary culture with a diverse mindset! As the largest Robotics company based out of India, Addverb provides the chance to work alongside intellectual minds and be part of a collaborative, dynamic culture. With international exposure and a flexible work environment based on freedom and responsibility, Addverb offers endless opportunities for growth and learning.

Role

In this role, you will be instrumental in creating advanced software solutions for our robotic systems. Working closely with cross-functional teams, you will design and implement algorithms for perception, localization, mapping, and navigation. Your expertise will help drive the development of cutting-edge robotics technology, enabling our robots to function autonomously and effectively across varied environments.

Noida

Advanced Robotics

Robotics Software Engineer

Responsibilities

Design, Develop, implement robust software solutions using C++ and Python.

Integrate the developed software components into the codebase and ensure a code review and unit test cases are facilitated.

Conduct functional testing of the developed component on actual hardware.

Apply practical robotics experience in hardware, electrical, and mechanical systems to troubleshoot and optimize robotic systems.

To write clean, efficient code that follows coding standards and ensure that algorithms are documented for clarity and future reference.

Collaborate with cross-functional teams, including software engineers, embedded engineers, electrical engineers, and product managers, to integrate robotics systems with other components of the biped.

Conduct research and development on new robotics technologies, including machine learning and ensure timely delivery of high-quality products.

Maintain detailed and accurate documentation of issues, solutions, and system changes, contributing to the knowledge base and ensuring best practices are followed.

Key Skills, Qualifications, and Required Years of Experience
 Bachelors degree in computer science, Robotics, Electrical Engineering, or a related field. Masters degree preferred.
 0-4 Years,",,Engineering / Construction,,Addverb Technologies,"algorithms, python, machine learning",Full time,2025-06-25 11:45:05
"Software Engineer III, Applied AI/ML, Google Cloud",Google,"Maharashtra, Pune",1 to 5 Years,posted2 weeks ago,"Programming Languages, Data Structures, Algorithms, Artificial Intelligence, Information Retrieval, Distributed Computing, Networking, Security, Natural Language Processing, UI Design,GenAI Concepts, Machine Learning Infrastructure, Machine Learning Systems, Cloud Based Storage System, Data Pipelines, Distributed Storage Infrastructure Systems, Testing Frameworks, Service Oriented Architecture, Microservices Architecture, LargeScale System Design, Data Storage, Programming Languages, Data Structures, Algorithms, Artificial Intelligence, Information Retrieval, Distributed Computing, Networking, Security, Natural Language Processing, UI Design, GenAI Concepts, Machine Learning Infrastructure, Machine Learning Systems, Cloud Based Storage System, Data Pipelines, Distributed Storage Infrastructure Systems, Testing Frameworks, Service Oriented Architecture, Microservices Architecture, LargeScale System Design, Data Storage",https://www.shine.com/jobs/software-engineer-iii-applied-ai-ml-google-cloud/google/17256507,ACTIVELY HIRING,Not Disclosed,2025-06-25 11:45:05,"Minimum qualifications:
 Bachelors degree or equivalent practical experience.
 2 years of experience with software development in one or more programming languages, or 1 year of experience with an advanced degree.
 2 years of experience with data structures or algorithms.
 1 year of experience with core GenAI concepts (e.g., Large Language Model (LLM), Multi-Modal, Large Vision Models) with text, image, video, or audio generation.
 1 year of experience with Machine Learning (ML) infrastructure (e.g., model deployment, model evaluation, optimization, data processing, debugging).

Preferred qualifications:
 Experience with Artificial Intelligence/Machine Learning (AI/ML) systems in a customer facing production environment.
 Experience with a multi-region cloud based storage system.
 Experience with developing data pipelines to compute metrics.
 Experience with distributed storage infrastructure systems.
 Experience of developing testing frameworks for storage infrastructure systems.
 Experience with Service Oriented Architecture (SOA) based or Microservices based architecture.

About the jobGoogle's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Googles needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.

In this role, you will work with a team of engineers, and get to build and own components for Storage Management with Gemini. You will work with teams to identify accuracy, reliability and scalability issues with the current infrastructure, and will have the opportunity to lead the design and implementation of new components.Google Cloud accelerates every organizations ability to digitally transform its business and industry. We deliver enterprise-grade solutions that leverage Googles cutting-edge technology, and tools that help developers build more sustainably. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.

Responsibilities
 Drive Generative AI (GenAI) Accuracy/Security improvement initiatives (e.g., Prompt Engineering, Intent Classification, Fine tuning, RAG, etc.).
 Participate in on-call responsibilities in the team to ensure that existing production systems meet Service Level Objective (SLOs).
 Ensure infrastructure is compliant with Google principles with security, performance, reliability, fault-tolerance, etc.
 Ensure the roll out process for new changes is compliant with the latest Google principles.
 Work cross-functionally and collaboratively with other service teams in Google Customer Solutions (GCS) to solve problems and drive cross-functional execution.
,",,IT Services & Consulting,,Google,"microservices, artificial intelligence, system design, algorithms, data structures",Full time,2025-06-25 11:45:07
